_id,Property Name,Reported,Tax Parcel,Property Type,Address,Year Built
1568,Hope in Dorchester,Reported,1402076000,Multifamily Housing,88 Nightingale Street,2003
1622,Chestnut Hill Gardens Condo,Reported,2205126010,Multifamily Housing,163-165 Chestnut Hill Ave,2003
103,Zelma Lacey Assisted Living: 9 West School St,Reported,202350000,Multifamily Housing,9 W School St,2004
122,Maverick Landing I,Reported,105609010,Multifamily Housing,3 - 17 New Street,2004
261,25 Channel Center Condominium Trust,Reported,602751100,Multifamily Housing,25 Channel Center,2004
262,35 Channel Center Condominium Trust,Reported,602751300,Multifamily Housing,35 Channel Center,2004
334,Atelier 505,Reported,500815020,Multifamily Housing,505 Tremont St,2004
461,Bowdoin  Place Condominium,Reported,302726010,Multifamily Housing,10 Bowdoin Street,2004
580,Tremont Residential (Grandview Condo),Reported,304847010,Multifamily Housing,165 Tremont St,2004
660,Brian Honan Apts,Voluntary,2201764010,Multifamily Housing,61 Everett Square,2004
684,One Charles Condominium,Reported,500105010,Multifamily Housing,One Charles Street South,2004
929,150 Dorchester Ave. Condominium,Reported,600074010,Multifamily Housing,150 Dorchester Ave,2004
1303,40 Boylston Street Apartments,Reported,304894000,Multifamily Housing,40 Boylston Street,2004
1432,580 Commonwealth Avenue,Reported,504140000,Multifamily Housing,580 Commonwealth Avenue,2004
73,Columbia West: 392 Columbia Rd,Reported,1502411010,Multifamily Housing,392 Columbia Rd,2005
88,Uphams Corner: 614 Columbia Rd,Reported,703892012,Multifamily Housing,614 Columbia Rd,2005
125,Maverick Landing II,Reported,105402010,Multifamily Housing,115 Sumner Street,2005
172,Midway Studios: 15 Channel Center Street,Reported,602750050,Multifamily Housing,15 Channel Center St,2005
249,The Residences at 210 South: 210 South Street,Reported,305358202,Multifamily Housing,210 South Street,2005
270,Broadluxe Condo Trust,Reported,304033010,Multifamily Housing,99 105 Broad St,2005
329,The Porter Condominium Trust,Reported,104164010,Multifamily Housing,156 Porter Street,2005
446,Mountfort Place Condo Trust,Reported,2100256000,Multifamily Housing,120 Mountfort Street,2005
762,Carleton House: 2055 Columbus Ave,Reported,1101588100,Multifamily Housing,2055 Columbus Ave,2005
768,Sophia Snow House: Centre Street,Reported,2003597001,Multifamily Housing,Centre Street,2005
783,Amory Terrace,Reported,1101202010,Multifamily Housing,20 Amory Avenue,2005
786,Egleston Crossing-3033,Reported,1101005000,Multifamily Housing,3033 Washington Street,2005
82,Waterworks (Watermark): 2400 Beacon Street,Reported,2102439200,Multifamily Housing,2400 Beacon Street,2006
101,Julia Martin House: Julia Martin House,Reported,1002334010,Multifamily Housing,90 Bickford St,2006
134,The Carruth - Commercial,Reported,,Multifamily Housing,1900 -1918 DORCHESTER Ave,2006
142,Fenway Triangle Trilogy,Reported,2100051014,Multifamily Housing,180 Brookline Ave,2006
285,FOLIOBOSTON CONDOMINIUM TRUST,Reported,303990010,Multifamily Housing,80 Broad Street,2006
560,44 Prince Street Condominium Trust,Reported,302347000,Multifamily Housing,44 Prince Street,2006
563,XII Stoneholm Condominium Trust,Reported,401404000,Multifamily Housing,12 Stoneholm St,2006
589,660 Washington - 29803,Reported,304965012,Multifamily Housing,660 Washington St.,2006
811,Bigelow Court Condominiums,Reported,2203171000,Multifamily Housing,142 Bigelow Street,2006
896,"Mandarin Oriental, Boston",Reported,,Multifamily Housing,772-776 Boylston Street,2006
962,Waterworks (Whitehall): 2420 Beacon Street,Reported,2102439060,Multifamily Housing,2420 Beacon Street,2006
1484,Trilogy,Reported,2100051018,Multifamily Housing,170 Brookline Avenue,2006
1760,Park Lane,Reported,602680252,Multifamily Housing,One Park Lane,2006
1783,The Peninsula I,Reported,1303412000,Multifamily Housing,401 Mt Vernon St,2006
193,Leventhal/Weinberg: Leventhal House,Reported,2102565010,Multifamily Housing,40 Wallingford Road,2007
267,Audubon Park Condo Trust,Reported,2100167000,Multifamily Housing,16 Miner St,2007
509,45 Province Condo Trust,Reported,304705000,Multifamily Housing,45 Province Street,2007
510,Brewery Lofts,Reported,1001480000,Multifamily Housing,251 Heath St Pub,2007
626,7 Warren Ave,Reported,500826000,Multifamily Housing,7 Warren Avenue,2007
766,Spencer House: 2053R Columbus Ave,Reported,1101588200,Multifamily Housing,2053 Columbus Ave,2007
1857,Mezzo Design Lofts,Reported,201912010,Multifamily Housing,30 Caldwell Street,2007
62,1460 House,Reported,1500551012,Multifamily Housing,1460 Dorchester Avenue,2008
76,MPDC - Brookledge Cummins: 610 Cummins Hwy,Reported,1802473000,Multifamily Housing,610 Cummins Hwy,2008
106,MPDC - Brookledge Cummins: 60 Brookledge Street,Reported,1202311000,Multifamily Housing,60 Brookledge St,2008
124,Trinity Franklin Hill Phase One LP,Reported,1404238010,Multifamily Housing,99-113 Shandon Road,2008
179,Mezzo Design Lofts,Reported,2850403312,Multifamily Housing,30 Caldwell st,2008
335,Harborview at the Navy Yard,Reported,203517600,Multifamily Housing,250 1st Ave,2008
503,285 Columbus Ave LLC,Reported,400548010,Multifamily Housing,285 Columbus Primary CNDO,2008
777,"1330 Boylston Street Properties, LLC",Reported,504314014,Multifamily Housing,1330 Boylston Street,2008
1782,The Peninsula II,Reported,1303411010,Multifamily Housing,375 Mt Vernon St,2008
30,Rockland Street Elderly: Rockland Street Elderly,Reported,1200724000,Multifamily Housing,30 Rockland Street,2009
293,50 West Broadway (Whole Building Tracking): 50 West Broadway (Whole Building ...,Reported,600022010,Multifamily Housing,50 West Broadway,2009
592,Avenir - 29807,Reported,301570001,Multifamily Housing,101 Canal St.,2009
604,Albany Street Apartments,Reported,801218000,Multifamily Housing,601 Albany Street,2009
907,One Back Bay,Reported,401129218,Multifamily Housing,135 CLARENDON ST,2009
965,Residences at 50 West Broadway,Reported,600022010,Multifamily Housing,50 West Broadway,2009
1811,Penmark Condo Association,Reported,801401510,Multifamily Housing,21 Father Francis Gilday Street,2009
92,Dona Betsaida Gutierrez Cooperative: Centre-Creighton Apartments,Reported,1002038024,Multifamily Housing,11 Creighton St,2010
123,Washington Beech - 4560 WASHINGTON ST,Reported,1806017110,Multifamily Housing,4560 WASHINGTON ST,2010
763,Farnsworth House: 90 South St,Reported,1103125000,Multifamily Housing,90 South St,2010
784,Kasanof Homes,Reported,1200921000,Multifamily Housing,233 Blue Hill Ave,2010
32,Charlesbank Apartments: 650 Huntington Avenue,Reported,1000015000,Multifamily Housing,650 Huntington Avenue,2012
35,Catherine Hardaway Building (CBES): 2311 Washington st,Reported,903130010,Multifamily Housing,2311 Washington st,2012
105,Hearth at Olmstead Green: 2 Kingbird Road,Voluntary,1405196900,Multifamily Housing,305 American Legion Hwy,2012
119,455-465 Geneva Ave.,Reported,1702239000,Multifamily Housing,455 Geneva Ave,2012
120,Trinity Mattapan Heights 5,Reported,1800113800,Multifamily Housing,229A River St,2012
374,The Bradley Condominium,Reported,503834010,Multifamily Housing,409 Commonwealth Avenue,2012
424,Belgrade Place LLC,Reported,2005737000,Multifamily Housing,446 Belgrade Ave,2012
501,25 James O'Neil S,Reported,700540130,Multifamily Housing,25 James O'Neil St,2012
507,1277 Commonwealth Ave,Reported,2101025000,Multifamily Housing,1277 Comonwealth Ave,2012
785,157 Washington St,Reported,1401034000,Multifamily Housing,157 Washington St,2012
803,Greenway Apartments: Greenway Apartments,Reported,103916000,Multifamily Housing,170-172 Maverick Street,2012
1406,815 Albany Street,Reported,802041010,Multifamily Housing,815 Albany Street,2012
1765,Element Brainerd LLC,Reported,2101528000,Multifamily Housing,65 Brainerd Rd,2012
48,Gatehouse 75 (gt28),Reported,202360000,Multifamily Housing,75 W School St,2013
79,225 Centre LLC,Reported,1100896020,Multifamily Housing,225 Centre St,2013
104,Charlesview Residences - Compliance,Reported,2200862010,Multifamily Housing,400 Western Avenue,2013
117,Eleven West,Reported,,Multifamily Housing,11 West Broadway,2013
586,8 Winter Street,Reported,304781000,Multifamily Housing,8 Winter Street,2013
591,315 on A - 24305,Reported,602761030,Multifamily Housing,315 A Street,2013
711,Pier 4,Reported,602641050,Multifamily Housing,142 Northern Avenue,2013
730,The Kensington,Reported,,Multifamily Housing,665 Washington Street,2013
770,Hong Lok House: 15 Essex Street,Reported,304968000,Multifamily Housing,15 Essex Street,2013
844,The Victor by Windsor,Reported,301536000,Multifamily Housing,110 Beverly St.,2013
964,26 West Broadway,Reported,600026000,Multifamily Housing,26 West Broadway,2013
1594,The Starboard Condominiums,Reported,203511400,Multifamily Housing,45 First Avenue,2013
1734,381 Congress Street,Reported,602687000,Multifamily Housing,381 Congress St.,2013
1764,Edge Brainerd LLC,Reported,2101478000,Multifamily Housing,60 Brainerd Rd,2013
252,James and Harrison Court Apartments - CO (jm23),Reported,801401300,Multifamily Housing,761 Harrison Ave,2014
363,Radian,Reported,304308000,Multifamily Housing,120 Kingston,2014
376,Edward Sullivan Condominium 401-407 W 1st St,Reported,602875000,Multifamily Housing,401-407 West First Street,2014
383,MA036_Avalon Exeter (mv60),Reported,401037085,Multifamily Housing,77 Exeter Street,2014
618,Westside Crossing,Reported,601520004,Multifamily Housing,339 D St,2014
620,West Square,Reported,601509010,Multifamily Housing,320 D St,2014
653,The Viridian,Reported,504225000,Multifamily Housing,1282 Boylston Street,2014
729,Flats on D,Reported,602842000,Multifamily Housing,411 D Street,2014
793,Portside at East Pier,Reported,104447000,Multifamily Housing,50 Lewis Street,2014
849,Dudley Greenville-1200023010,Reported,1200023010,Multifamily Housing,205 Dudley St,2014
853,Waterside Place,Reported,602678015,Multifamily Housing,505 Congress Street,2014
1579,Quincy Commons,Reported,1300723000,Multifamily Housing,278 Blue Hill Ave,2014
1844,Eco Brainerd LLC,Reported,,Multifamily Housing,75 Brainerd Rd,2014
23,Roxbury Crossing Maria Sanchez: Maria Sanchez House,Reported,902921010,Multifamily Housing,30 Gurney Street,2015
66,9 Miner Street (nm35),Reported,2100166000,Multifamily Housing,9 Miner St,2015
276,Bell Olmsted Park,Reported,1001631000,Multifamily Housing,161 South Huntington Ave,2015
295,26 West Broadway (Whole Building): 26 West Broadway (Whole Building),Reported,600026000,Multifamily Housing,26 West Broadway,2015
296,St. Kevin's (Whole Building Tracking): 516 Columbia Road (Whole Building Trac...,Reported,1301320010,Multifamily Housing,516 Columbia Road,2015
297,Uphams Corner (Whole Building Tracking): 530 Columbia Road (Whole Building Tr...,Reported,1301316010,Multifamily Housing,530 Columbia Road,2015
303,St. Kevin's (Whole Building Tracking): 35 Bird Street (Whole Building Tracking),Reported,1301320010,Multifamily Housing,35 Bird Street,2015
331,Twenty Two Liberty,Reported,602671019,Multifamily Housing,22 Liberty Drive,2015
384,MA044_AVA Theater District (vt22),Reported,304910020,Multifamily Housing,45 Stuart St,2015
504,319 A Condominium Association,Reported,602761100,Multifamily Housing,319 A Street,2015
530,Malvern Place Apartments,Reported,,Multifamily Housing,"40 Malvern St. Allston, Ma. 02134",2015
590,Troy Boston - 24030,Reported,,Multifamily Housing,55 Traveler Street,2015
728,99 Kneeland Street,Reported,,Multifamily Housing,One Greenway,2015
731,Continuum,Reported,2200534010,Multifamily Housing,199 N Harvard Street,2015
779,Watermark Seaport - Greystar,Reported,602640060,Multifamily Housing,85 SEAPORT BLVD,2015
886,Ink Block South End,Reported,306625000,Multifamily Housing,300 Harrison Ave,2015
931,DNA Lofts Condominiums,Submitted with possible data errors,1303046010,Multifamily Housing,944 Dorchester Ave,2015
1299,Sepia Condominium Trust,Reported,306624010,Multifamily Housing,32 Travelers Street,2015
1812,Lafayette Condominium,Reported,503585000,Multifamily Housing,333 Commonwealth Ave.,2015
38,One Gurney: 1 Gurney Street,Reported,902908050,Multifamily Housing,1 Gurney Street,2016
102,75 Amory: 75 Amory Avenue,Reported,1101200015,Multifamily Housing,75 Amory Avenue,2016
292,Metro Mark (Whole Building Tracking): Building A 3615 (Whole Building Tracking),Reported,1102617010,Multifamily Housing,3615 Washington Street,2016
294,Metro Mark (Whole Building Tracking): Building B 3611 (Whole Building Tracking),Reported,1102617010,Multifamily Housing,3611 Washington Street,2016
301,Parkside on Adams (Whole Building Tracking): Parkside on Adams (Whole Propert...,Reported,1904226000,Multifamily Housing,4236 Washington Street,2016
368,Jordan Lofts,Reported,306444000,Multifamily Housing,477 Harrison Avenue,2016
377,RESIDENCES AT ST. AUGUSTINE,Reported,700775000,Multifamily Housing,225 Dorchester Street,2016
443,Charlestown Battalion Armory,Reported,201186050,Multifamily Housing,374-398 Bunker Hill Street,2016
478,One Canal (nc87),Reported,301560010,Multifamily Housing,1 Canal Street,2016
520,Millennium Towers,Reported,304590010,Multifamily Housing,1 Franklin St,2016
593,Girard - 24018,Reported,801103000,Multifamily Housing,50 Malden Street,2016
726,30 Dalton,Reported,401323010,Multifamily Housing,30 Dalton Street,2016
778,Hub 25 - Gables,Reported,1302364011,Multifamily Housing,25 William T Morissey Dr,2016
1301,488 DOT CONDO TRUST,Reported,700176000,Multifamily Housing,488 Dorchester Ave,2016
1588,Serenity - Greystar,Reported,1001625010,Multifamily Housing,105 SOUTH HUNTINGTON AVE,2016
1589,The Eddy - Greystar,Reported,105410000,Multifamily Housing,"10 New St, East ",2016
1608,Thomas More Apartments,Reported,2102443000,Multifamily Housing,2150 Commonwealth Ave,2016
1616,The Seville Condominium Trust,Reported,105937000,Multifamily Housing,250 Meridian Street,2016
1818,The Residences at Hooper Mansion,Voluntary,503671000,Multifamily Housing,448 Beacon Street,2016
63,5165 Washington Street LLC,Reported,2003386000,Multifamily Housing,5165 WASHINGTON STREET,2017
65,"VIA Seaport Residences (hv66, ns003, tj13)",Reported,,Multifamily Housing,5 Fan Pier Blvd,2017
385,MA048_Avalon North Station (mh53),Reported,301922050,Multifamily Housing,1 Nashua Street,2017
513,Distillery North,Reported,603067001,Multifamily Housing,455 East First Street,2017
727,The Harlo,Reported,504313000,Multifamily Housing,1350 Boylston Street,2017
908,Lovejoy Wharf,Reported,303063000,Multifamily Housing,100 Lovejoy Place,2017
1395,446 Cambridge St,Voluntary,2100704010,Multifamily Housing,446 Cambridge St,2017
1606,Reservoir Apartments,Reported,2102464000,Multifamily Housing,2000 Commonwealth Ave,2017
39,88 Hudson: 88 Hudson Street,Reported,304981010,Multifamily Housing,88 Hudson Street,2018
132,Trinity Border Street LLC (Boston East),Reported,105413010,Multifamily Housing,126 Border Street,2018
264,50 Liberty Trust,Reported,602670450,Multifamily Housing,50 Liberty Drive,2018
302,1943 Dot Ave (Whole Building Tracking): 1943 DOT Ave,Reported,1704530000,Multifamily Housing,1943 Dorchester Avenue,2018
378,99 TREMONT,Reported,2203711010,Multifamily Housing,99 Tremont Street,2018
379,THE BOULEVARD / 102-112 BROAD ST,Reported,303975000,Multifamily Housing,110 Broad Street,2018
397,Sienna Ink Block LLC,Reported,306731010,Multifamily Housing,40 Traveler Street,2018
599,125 Guest St,Reported,2201904004,Multifamily Housing,125 Guest St,2018
732,The Pierce,Reported,2100054000,Multifamily Housing,200 Brookline Avenue,2018
787,9 Williams St,Reported,902126010,Multifamily Housing,2101 Washington St,2018
794,Portside II,Reported,104447010,Multifamily Housing,40 East Pier Drive,2018
836,Lantera at Boston Landing- Greystar,Reported,2201904004,Multifamily Housing,125 Guest St,2018
837,The Andi - Greystar,Reported,,Multifamily Housing,25 Jan Karski Way,2018
890,Boston East (bs029),Reported,105413010,Multifamily Housing,126 Border St,2018
905,The Beverly,Reported,301523035,Multifamily Housing,101 Beverly St,2018
1477,345 Harrison,Reported,306337000,Multifamily Housing,345 Harrison Ave,2018
1478,Harmon Apartments: 2045 Dorchester Avenue,Reported,1704416000,Multifamily Housing,2045 Dorchester Avenue,2018
192,Leventhal/Weinberg: Weinberg House,Reported,2102551000,Multifamily Housing,132 Chestnut Hill Avenue,2019
382,45 On Burnett Condominium,Submitted with possible data errors,1102605040,Multifamily Housing,45 Burnett Street,2019
1304,462 - Lightview,Reported,901401010,Multifamily Housing,742 Columbus Ave,2019
1479,61 Heath: 61 Heath Street,Reported,1002467010,Multifamily Housing,61 Heath Street,2019
1480,Coppersmith Village: 99 Border Street,Reported,105590100,Multifamily Housing,99 Border Street,2019
2225,,Not Compliant,2009158010,NURSING HOME,1190 VFW  PW,
2226,,Not Compliant,2101707500,NURSING HOME,170 COREY RD,
2227,,Not Compliant,303465000,NURSING HOME,70 FULTON ST,
512,The Distillery,Submitted with possible data errors,603068000,Other,516 East Second Street #43,1819
937,Lewis Warf,Reported,3029510,Other,28-32 Atlantic Ave,1850
1750,95 Mt Vernon,Reported,501731000,Other,95 Mt Vernon Street,1876
1821,51-59 Amory Street,Reported,1101201000,Other,51-59 Amory Street,1876
1779,"Artist Studios, Beehive & Banyan Resturants (Parcel# 500819000)",Reported,500819000,Other,549-551 Tremont St.,1884
781,Beck Southend Trust,Reported,801136000,Other,49-59 Wareham St.,1900
921,Blackstone Square LP,Reported,900190000,Other,1511 - 1525 Washington Street,1900
1747,64 Brighton Avenue,Reported,2100790000,Other,64 Brighton Avenue,1900
1751,Hyde Park,Reported,1809108000,Other,1253-1263 Hyde Park Avenue,1900
175,New England Center and Home for Veterans: 17 Court Street,Reported,302886000,Other,17 Court Street,1920
829,309A-315C Huntington Ave,Reported,401700000,Other,315 Huntington Ave,1920
1293,Stanwood Limited Partnership,Submitted with possible data errors,2100896000,Other,149-175 Harvard Ave ,1920
1838,CCC,Reported,,Other,50 Terminal St,1920
1617,22-36 Old Colony Ave.,Reported,600324000,Other,10-50 Old Colony Ave.,1924
479,Wise Realty,Submitted with possible data errors,201806000,Other,511 Medford Street,1925
519,500 - 570 Rutherford Ave,Reported,202161000,Other,500 Rutherford Ave,1925
1618,58-70 Old Colony Ave,Reported,600368000,Other,60 Old Colony Ave,1930
1824,12CH,Voluntary,602674150,Other,12 Chnnel Street,1941
903,WBZ TV,Reported,2200551000,Other,1170 Soldiers Field Road,1948
834,1106-1110 Commonwealth Ave,Reported,2101594000,Other,1106 Commonwealth Ave,1950
810,DFCI - Jimmy Fund Building,Reported,401898000,Other,35 Binney Street,1952
1756,440 McClellan LLC,Reported,101662000,Other,440 William F McClellan Highway,1960
1849,30 Northampton Street,Reported,801750000,Other,30 Northampton St,1964
347,120 Herald Street,Reported,500515000,Other,120 Herald Street,1967
317,Harbor Garage,Reported,302995000,Other,70 East India Row,1969
1697,100 Clarendon Street Garage,Reported,401082001,Other,100 Clarendon Street,1969
805,DFCI - Dana Building,Reported,401913000,Other,44 Binney st,1975
843,Jamestown - 1 Design Center Boston,Reported,602674012,Other,1 Design Center Place,1985
809,DFCI - Mayer Building,Reported,401913000,Other,420 Brookline Ave,1986
808,DFCI - Smith Building,Reported,401919000,Other,1 Jimmy Fund Way,1995
954,Sargent Hall,Submitted with possible data errors,304758010,Other,120 Tremont Street,1996
976,Boston Common Visitor Information Center,Reported,500812000,Other,Tremont St Vstr  /  West,2000
1001,INACTIVE - 820 Cummins Hwy (DND parcel - no EUI reporting),Municipal,1801058000,Other,820 Cummins Hwy,2000
1002,George Robert White Resource Center,Municipal,1808974000,Other,26 Central Ave,2000
1034,BRA / EDIC,Reported,302644000,Other,43 HAWKINS ST,2000
1086,Franklin Park Greenhouse,Municipal,1203487000,Other,190 Morton Street,2000
1138,Strand Theatre,Municipal,1301742000,Other,543 Columbia Rd,2000
1156,INACTIVE - Bec Site Office,Submitted with possible data errors,902478000,Other,2201 Washington St,2000
1160,Curley House,Municipal,1902060000,Other,350 Jamaicaway,2000
1162,Parkman House,Municipal,501617000,Other,33 Beacon St,2000
1201,Veronica Smith Senior Center,Municipal,2205513000,Other,20 Chestnut Hill Ave,2000
1207,Animal Control Shelter,Municipal,1902894000,Other,26 Mahler Rd,2000
1246,East Boston Stadium,Municipal,104164006,Other,143 Porter St,2000
1247,Fens Stadium,Municipal,504175000,Other,Parkdrath St Fld,2000
1251,95 Magazine St,Municipal,800487000,Other,95 Magazine St,2000
1256,District 7 Yard,Municipal,1600672000,Other,58 Gibson St,2000
1259,INACTIVE - 719 Washington Street - DND no EUI reporting,Municipal,1701741000,Other,719 Washington Street,2000
1266,District 6 Yard,Municipal,2009010000,Other,315 Gardner St,2000
1270,Deer Park,Municipal,500812000,Other,Boylston  /  Tremont St,2000
1274,Back Bay Maintenance,Municipal,401994000,Other,440 Park Dr,2000
1280,Central Maintenance Facility,Municipal,801024040,Other,400 Frontage Rd,2000
240,Harbor Seafood,Reported,602674003,Other,8 Seafood Way,2001
367,485 Harrison Ave (Harrison Lofts Condo),Reported,306445010,Other,485 Harrison Avenue,2003
136,Franciscan Monastery of St Clare,Submitted with possible data errors,1902805000,Other - Lodging/Residential,920 Centre St,1906
361,144-162 (170) Charles Street,Reported,502444000,Other - Lodging/Residential,144-162 Charles Street,1920
370,Kelton Place Condominium,Reported,2101821000,Other - Lodging/Residential,147 Kelton Street ,1980
1131,BPHC - Northampton Campus,Reported,801720000,Other - Lodging/Residential,35 Northampton Street,2000
375,The Charlesview Condominium,Reported,503703000,Other - Lodging/Residential,534 Beacon Street ,2001
406,Gateway Terrace Condominium (40Fay)(Hallet),Reported,306390010,Other - Lodging/Residential,40 Fay Street,2005
407,Gateway Terrace Condominium (1166W + 35Fay)(Vose + Emerson),Reported,306396010,Other - Lodging/Residential,"1166 Washington Street, 35 Fay Street",2005
366,700 Harrison Ave Condominium,Reported,801212000,Other - Lodging/Residential,700 Harrison Ave ,2007
371,Penny Savings Bank,Reported,305960000,Other - Lodging/Residential,30 Union Park Street ,2007
373,The 1850 Condominium,Reported,801106020,Other - Lodging/Residential,90 Wareham Street ,2008
1840,Forecaster Condo,Voluntary,301633000,Other - Lodging/Residential,121 Portland Street,2017
2295,,Not Compliant,2101375100,OTHER EXEMPT BLDG,    N BEACON ST,
2296,,Not Compliant,2101101001,OTHER EXEMPT BLDG,    ALLSTON ST,
2297,,Not Compliant,2003409000,OTHER EXEMPT BLDG,2092 CENTRE ST,
2298,,Not Compliant,2000244000,OTHER EXEMPT BLDG,2 8 ROBERT ST,
2299,,Not Compliant,1702026000,OTHER EXEMPT BLDG,31 37 STANTON ST,
2300,,Not Compliant,1604518000,OTHER EXEMPT BLDG,    GALLIVAN BL,
2301,,Not Compliant,1400750000,OTHER EXEMPT BLDG,30 WASHINGTON ST,
2302,,Not Compliant,1202368000,OTHER EXEMPT BLDG,218 SEAVER ST,
2303,,Not Compliant,1100916000,OTHER EXEMPT BLDG,41 55 DIMOCK ST,
2304,,Not Compliant,800210000,OTHER EXEMPT BLDG,506 510 DUDLEY ST,
2305,,Not Compliant,602109000,OTHER EXEMPT BLDG,    I ST,
2306,,Not Compliant,601165040,OTHER EXEMPT BLDG,15 NECCO ST,
2307,,Not Compliant,400985000,OTHER EXEMPT BLDG,    HARCOURT ST,
2308,,Not Compliant,900760000,OTHER EXEMPT BLDG,    MASSACHUSETTS AV,
2309,,Not Compliant,1704221000,OTHER EXEMPT BLDG,2221 DORCHESTER AV,
2310,,Not Compliant,2003472000,OTHER EXEMPT BLDG,30 40 ST THERESA AV,
2311,,Not Compliant,300624000,OTHER EXEMPT BLDG,20 STANIFORD ST,
2312,,Not Compliant,304702001,OTHER EXEMPT BLDG,88 78 TREMONT ST,
2313,,Not Compliant,402262000,OTHER EXEMPT BLDG,238 262 ST BOTOLPH ST,
2314,,Not Compliant,203511300,OTHER EXEMPT BLDG,150 THIRD AV,
2315,,Not Compliant,801111000,OTHER EXEMPT BLDG,    WASHINGTON ST,
2316,,Not Compliant,1002474000,OTHER EXEMPT BLDG,31 HEATH ST,
2317,,Not Compliant,2102533000,OTHER EXEMPT BLDG,16 SIDLAW RD,
2318,,Not Compliant,1806332050,OTHER EXEMPT BLDG,780 AMERICAN LEGION HW,
2319,,Not Compliant,502873000,OTHER EXEMPT BLDG,64 MARLBOROUGH ST,
2320,,Not Compliant,2203801000,OTHER EXEMPT BLDG,615 WASHINGTON ST,
2321,,Not Compliant,306175000,OTHER EXEMPT BLDG,120 SHAWMUT AV,
2322,,Not Compliant,304878000,OTHER EXEMPT BLDG,    BUMSTEAD CT,
2323,,Not Compliant,1502977000,OTHER EXEMPT BLDG,413 419 COLUMBIA RD,
2324,,Not Compliant,1201200000,OTHER EXEMPT BLDG,115 WARREN ST,
2325,,Not Compliant,1000012000,OTHER EXEMPT BLDG,1545 -1565 TREMONT ST,
2326,,Not Compliant,2003228000,OTHER EXEMPT BLDG,2222 CENTRE ST,
2327,,Not Compliant,306557000,OTHER EXEMPT BLDG,363 ALBANY ST,
2328,,Not Compliant,2002296000,OTHER EXEMPT BLDG,15 BELLEVUE ST,
2329,,Not Compliant,1602324000,OTHER EXEMPT BLDG,21 QUEEN ST,
2330,,Not Compliant,1703981000,OTHER EXEMPT BLDG,1135 MORTON ST,
598,DIV Shawmut LLC,Reported,306180000,Pre-school/Daycare,112 Shawmut Avenue,1916
226,198 Geneva Avenue,Reported,1400038000,Pre-school/Daycare,198 Geneva Avenue,1968
2338,,Not Compliant,2007835010,PRIV SCHOOL /COLLEGE,235 Baker St,
2339,,Not Compliant,401997000,PRIV SCHOOL /COLLEGE,103 117 PILGRIM RD,
2340,,Not Compliant,2205268070,PRIV SCHOOL /COLLEGE,117 -127 LAKE ST,
2341,,Not Compliant,2205268050,PRIV SCHOOL /COLLEGE,    LAKE ST,
2342,,Not Compliant,304831000,PRIV SCHOOL /COLLEGE,543 547 WASHINGTON ST,
2343,,Not Compliant,500077000,PRIV SCHOOL /COLLEGE,56 48 CHARLES STREET SOUTH  ,
2344,,Not Compliant,503062000,PRIV SCHOOL /COLLEGE,320 NEWBURY ST,
2444,,Not Compliant,2008916000,PRIV SCHOOL /COLLEGE,235 Baker Street,
2347,,Not Compliant,2003599000,REHAB/COVALES FACILITY,1245 CENTRE ST,
2348,,Not Compliant,701064001,REHAB/COVALES FACILITY,40 OLD HARBOR ST,
2349,,Not Compliant,1603954000,REHAB/COVALES FACILITY,337 NEPONSET AV,
2350,,Not Compliant,102101000,REHAB/COVALES FACILITY,111 ORIENT AV,
2356,,Not Compliant,2202435001,RES/COMMERCIAL USE,371 385 MARKET ST,
2357,,Not Compliant,2201865000,RES/COMMERCIAL USE,61 BRAINTREE ST,
2358,,Not Compliant,2101569000,RES/COMMERCIAL USE,204 202 HARVARD AV,
2359,,Not Compliant,2100760000,RES/COMMERCIAL USE,48 BRIGHTON AV,
2360,,Not Compliant,2100749000,RES/COMMERCIAL USE,1125 COMMONWEALTH AV,
2361,,Not Compliant,2100469000,RES/COMMERCIAL USE,1027 -1033 COMMONWEALTH AV,
2362,,Not Compliant,503642000,RES/COMMERCIAL USE,409 MARLBOROUGH ST,
2363,,Not Compliant,2101583000,RES/COMMERCIAL USE,1140 COMMONWEALTH AV,
2364,,Not Compliant,1001591000,RES/COMMERCIAL USE,33 37 S HUNTINGTON AV,
2365,,Not Compliant,601139000,RES/COMMERCIAL USE,395 397A W BROADWAY  ,
2366,,Not Compliant,401702000,RES/COMMERCIAL USE,327 HUNTINGTON AV,
2367,,Not Compliant,503899000,RES/COMMERCIAL USE,475 COMMONWEALTH AV,
2368,,Not Compliant,1802253000,RES/COMMERCIAL USE,760 CUMMINS HW,
2369,,Not Compliant,304966000,RES/COMMERCIAL USE,636 630 WASHINGTON ST,
2370,,Not Compliant,304747000,RES/COMMERCIAL USE,29 25 WINTER ST,
2371,,Not Compliant,1101532000,RES/COMMERCIAL USE,87 SCHOOL ST,
2372,,Not Compliant,202750000,RES/COMMERCIAL USE,281 267 MEDFORD ST,
2373,,Not Compliant,2100065000,RES/COMMERCIAL USE,61 -65 BROOKLINE AV,
2374,,Not Compliant,1001441000,RES/COMMERCIAL USE,63 PARKER HILL AV,
2375,,Not Compliant,1703663030,RES/COMMERCIAL USE,1190 ADAMS ST,
2376,,Not Compliant,504140001,RES/COMMERCIAL USE,566 574 COMMONWEALTH AV,
